,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),luxury_house,Years Since Renovation,Condition_of_the_House_1,Condition_of_the_House_3,Waterfront_View_Yes,Ever_Renovated_Yes,zip_table_group_zipcodegrp1,zip_table_group_zipcodegrp2,zip_table_group_zipcodegrp3,zip_table_group_zipcodegrp4,zip_table_group_zipcodegrp5,zip_table_group_zipcodegrp6,zip_table_group_zipcodegrp7,zip_table_group_zipcodegrp8,zip_table_group_zipcodegrp9
16876,460000.0,2.0,1.0,850.0,4650.0,1.0,0,7,850.0,0,43,47.6926,-122.365,980.0,4700,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16877,750000.0,3.0,3.25,4610.0,81935.0,2.0,0,9,4610.0,0,34,47.6217,-122.021,2900.0,43500,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16878,469000.0,5.0,2.5,2690.0,11745.0,1.0,0,8,1790.0,900,58,47.7708,-122.36200000000001,2670.0,7905,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16879,566000.0,4.0,1.75,2440.0,5000.0,1.0,0,8,1340.0,1100,64,47.6823,-122.37100000000001,2170.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16880,407500.0,3.0,2.5,1930.0,10460.0,2.0,0,8,1930.0,0,22,47.4938,-122.161,2290.0,8228,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16881,353500.0,2.0,1.0,800.0,8775.0,1.0,0,6,800.0,0,76,47.7171,-122.307,1470.0,8976,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16882,524000.0,3.0,2.25,2430.0,73151.0,1.0,0,8,2430.0,0,44,47.4749,-122.09200000000001,2800.0,39250,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16883,264950.0,4.0,2.5,1990.0,9656.0,2.0,0,7,1990.0,0,24,47.3125,-121.99799999999999,1500.0,9656,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16884,547500.0,3.0,2.5,2550.0,10355.0,2.0,0,9,2550.0,0,28,47.739,-122.20299999999999,2550.0,10084,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16885,264500.0,3.0,2.25,1370.0,7087.0,2.0,0,7,1370.0,0,25,47.3504,-122.035,1400.0,6600,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16886,507500.0,3.0,2.0,2020.0,8118.0,1.0,0,7,1020.0,1000,55,47.5866,-122.118,1670.0,8118,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16887,560000.0,3.0,3.5,1560.0,2198.0,2.0,0,8,1180.0,380,12,47.5812,-122.40299999999999,1550.0,1467,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16888,995000.0,5.0,4.0,5610.0,22529.0,2.0,0,10,4090.0,1520,22,47.7239,-122.09200000000001,3860.0,24751,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16889,835000.0,6.0,2.0,3560.0,5120.0,2.5,2,9,3560.0,0,118,47.6056,-122.311,2130.0,5120,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16890,440000.0,3.0,1.5,2120.0,6290.0,1.0,0,8,1220.0,900,69,47.5658,-122.318,1620.0,5400,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16891,1020000.0,3.0,2.5,2920.0,5629.0,1.0,2,8,1460.0,1460,63,47.641999999999996,-122.405,2380.0,5000,No,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16892,300000.0,2.0,1.0,1340.0,7788.0,1.0,2,7,1340.0,0,71,47.5094,-122.244,2550.0,7788,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16893,125000.0,3.0,1.0,1230.0,4800.0,1.5,0,6,1230.0,0,102,47.6941,-122.365,1230.0,4800,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16894,986000.0,4.0,3.5,2840.0,5900.0,2.0,0,10,1920.0,920,108,47.5543,-122.26799999999999,1300.0,4900,No,9,1,0,0,1,0,1,0,0,0,0,0,0,0
16895,315000.0,4.0,2.5,2080.0,5650.0,1.0,0,7,1680.0,400,68,47.5107,-122.257,1270.0,5650,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16896,320000.0,4.0,2.5,2070.0,7007.0,2.0,0,7,2070.0,0,22,47.3968,-122.171,2130.0,8100,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16897,972000.0,4.0,3.25,4010.0,13797.0,2.0,0,10,4010.0,0,15,47.5229,-122.152,3980.0,12120,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16898,760000.0,3.0,2.5,2190.0,10000.0,1.0,0,7,1540.0,650,61,47.5419,-122.214,2880.0,11782,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16899,265000.0,4.0,3.0,1730.0,7264.0,2.0,0,6,1730.0,0,98,47.4738,-122.264,1500.0,12104,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16900,355000.0,2.0,1.0,1250.0,4558.0,1.0,0,7,1250.0,0,70,47.5318,-122.37899999999999,1180.0,4494,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16901,300000.0,3.0,1.0,1300.0,20812.0,1.0,0,6,1300.0,0,91,47.5435,-122.359,1210.0,17340,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16902,474950.0,5.0,2.5,2080.0,8347.0,1.0,0,7,1460.0,620,43,47.7334,-122.16799999999999,1840.0,7713,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16903,470000.0,4.0,2.0,2180.0,17180.0,2.0,0,7,2180.0,0,41,47.698,-121.92,1880.0,14043,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16904,437500.0,3.0,1.0,1630.0,16393.0,1.0,0,7,1630.0,0,49,47.6576,-122.186,1880.0,23497,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16905,520000.0,2.0,1.5,1840.0,3825.0,1.0,0,8,1040.0,800,90,47.6808,-122.38,1290.0,5100,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16906,237600.0,2.0,1.0,1370.0,11584.0,1.0,0,6,1370.0,0,68,47.4224,-122.29299999999999,1330.0,8012,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16907,162950.0,2.0,1.0,950.0,2784.0,1.0,0,8,950.0,0,46,47.3793,-122.321,1080.0,3899,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16908,457000.0,3.0,1.75,1690.0,6375.0,1.0,0,8,1690.0,0,115,47.5247,-121.926,1270.0,7774,No,15,1,0,0,1,0,0,1,0,0,0,0,0,0
16909,635000.0,3.0,2.5,1780.0,11000.0,1.0,0,8,1210.0,570,38,47.5574,-122.149,2310.0,9700,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16910,735000.0,4.0,3.0,2840.0,4120.0,1.5,0,8,2060.0,780,87,47.5683,-122.28299999999999,1840.0,5871,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16911,910000.0,2.0,2.5,2000.0,5150.0,2.0,4,9,2000.0,0,26,47.7056,-122.223,2510.0,6800,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16912,346500.0,3.0,3.25,1570.0,2048.0,2.0,0,8,1290.0,280,12,47.548,-122.375,1570.0,2006,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16913,655000.0,4.0,2.5,2370.0,9517.0,1.0,0,9,1630.0,740,34,47.6222,-122.03399999999999,2440.0,9035,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16914,425000.0,3.0,1.75,1610.0,144619.0,1.0,0,7,1610.0,0,41,47.5659,-121.863,2220.0,144619,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16915,137000.0,3.0,1.0,1300.0,10125.0,1.0,0,6,1300.0,0,59,47.2921,-122.215,1300.0,10125,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16916,557500.0,3.0,2.5,2620.0,11056.0,2.0,0,9,2620.0,0,30,47.7378,-122.21799999999999,2560.0,8688,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16917,415000.0,4.0,2.25,3060.0,48787.0,2.0,0,8,3060.0,0,26,47.3397,-121.91799999999999,2090.0,48787,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16918,830000.0,5.0,2.25,2780.0,10192.0,2.0,0,9,2780.0,0,40,47.6134,-122.152,2740.0,9900,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16919,949000.0,4.0,3.0,4270.0,85643.0,2.0,0,10,4270.0,0,27,47.7711,-122.04799999999999,3760.0,51170,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16920,420000.0,3.0,1.0,1310.0,3963.0,1.0,0,7,1310.0,0,32,47.6826,-122.096,1010.0,3363,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16921,353000.0,2.0,1.0,1100.0,7500.0,1.0,0,7,1100.0,0,67,47.7235,-122.32600000000001,1920.0,7149,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16922,560000.0,3.0,1.75,1480.0,383328.0,1.5,0,8,1480.0,0,38,47.7192,-121.932,1480.0,67082,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16923,445700.0,3.0,2.5,1270.0,1180.0,3.0,0,8,1270.0,0,17,47.6697,-122.39200000000001,1320.0,1180,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16924,226000.0,4.0,1.0,1270.0,6459.0,1.5,0,7,1270.0,0,100,47.5441,-122.273,1300.0,4100,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16925,358000.0,3.0,1.0,890.0,9870.0,1.0,0,7,890.0,0,58,47.5398,-122.178,1270.0,9861,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16926,501000.0,3.0,1.75,1480.0,8667.0,1.0,0,7,740.0,740,64,47.5718,-122.13600000000001,1600.0,10644,No,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16927,609000.0,4.0,2.5,3240.0,23870.0,1.0,0,9,1840.0,1400,46,47.7731,-122.28200000000001,2290.0,13340,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16928,734950.0,4.0,3.25,4280.0,47179.0,2.0,0,10,3050.0,1230,16,47.3017,-122.12700000000001,2820.0,43401,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16929,725000.0,5.0,2.5,3210.0,12000.0,1.0,0,8,1830.0,1380,50,47.6205,-122.148,2450.0,12000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16930,350500.0,3.0,2.25,1870.0,7200.0,1.0,0,7,1390.0,480,43,47.733999999999995,-122.17399999999999,1830.0,7876,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16931,610000.0,5.0,2.5,3990.0,3839.0,1.0,0,8,1990.0,2000,56,47.6236,-122.29899999999999,2090.0,5000,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16932,605125.0,2.0,1.0,1160.0,5029.0,1.0,0,7,910.0,250,78,47.6723,-122.266,1220.0,5029,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16933,1129575.0,4.0,2.25,2940.0,20384.0,2.0,0,9,2940.0,0,48,47.6214,-122.227,3410.0,19910,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16934,550000.0,3.0,2.25,1850.0,37264.0,2.0,0,8,1850.0,0,37,47.6486,-122.035,2390.0,36036,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16935,335000.0,2.0,1.75,1060.0,1202.0,2.0,0,7,760.0,300,15,47.5426,-122.38799999999999,1060.0,1493,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16936,397000.0,3.0,2.0,1100.0,9165.0,1.0,0,7,1100.0,0,49,47.7304,-122.23100000000001,1510.0,8500,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16937,240000.0,3.0,2.0,1190.0,10299.0,1.0,0,7,1190.0,0,24,47.31399999999999,-122.0,1700.0,9849,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16938,240000.0,3.0,2.0,1030.0,11118.0,1.0,0,7,1030.0,0,48,47.3463,-122.30799999999999,1300.0,7920,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16939,262500.0,2.0,1.5,1140.0,14373.0,1.0,0,7,1140.0,0,69,47.7354,-122.219,2140.0,9860,No,21,1,0,0,1,0,1,0,0,0,0,0,0,0
16940,440000.0,3.0,1.5,2260.0,5300.0,1.0,0,7,1200.0,1060,78,47.6756,-122.348,1950.0,5000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16941,160000.0,3.0,1.0,1140.0,3240.0,1.5,0,6,1140.0,0,108,47.7093,-121.36399999999999,1140.0,4700,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16942,427000.0,4.0,1.0,1860.0,4736.0,1.5,0,7,1860.0,0,117,47.6251,-122.3,1800.0,4000,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16943,920000.0,4.0,3.5,4080.0,10666.0,2.0,0,9,4080.0,0,13,47.6818,-122.023,3920.0,8154,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16944,1129575.0,4.0,2.5,3280.0,7100.0,2.0,4,10,2180.0,1100,107,47.6285,-122.36200000000001,3240.0,6674,No,30,1,0,0,1,0,0,0,0,0,1,0,0,0
16945,480000.0,4.0,2.5,2870.0,35757.0,2.0,0,9,2870.0,0,41,47.7568,-122.05,2700.0,41221,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16946,615000.0,4.0,1.75,2300.0,11700.0,1.0,0,9,1960.0,340,41,47.6331,-122.094,2840.0,12000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16947,736500.0,3.0,2.0,2230.0,4800.0,1.5,0,7,1290.0,940,103,47.645,-122.38600000000001,1650.0,5040,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16948,542500.0,3.0,2.5,1920.0,1649.0,2.5,0,8,1600.0,320,14,47.5901,-122.38799999999999,1650.0,3053,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16949,191000.0,2.0,1.0,700.0,5000.0,1.0,0,6,700.0,0,66,47.4927,-122.17200000000001,1040.0,5200,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16950,730000.0,4.0,2.5,2740.0,11975.0,2.0,0,8,2740.0,0,27,47.6315,-122.02799999999999,2310.0,9068,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16951,1129575.0,5.0,2.25,3440.0,5000.0,2.0,2,9,3440.0,0,117,47.6127,-122.286,2822.0,5000,No,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16952,129000.0,1.0,1.0,650.0,15364.0,1.0,0,5,650.0,0,51,47.3721,-122.15899999999999,1630.0,7952,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16953,284000.0,3.0,1.5,1500.0,10018.0,1.0,0,7,1500.0,0,61,47.468,-122.163,1500.0,10937,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16954,645000.0,3.0,2.5,2490.0,5978.0,2.0,0,9,2490.0,0,15,47.6298,-122.022,2710.0,6629,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16955,218000.0,3.0,1.5,1330.0,7600.0,1.0,0,7,1330.0,0,50,47.3103,-122.366,1500.0,7776,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16956,675000.0,4.0,3.5,3190.0,6875.0,2.0,2,8,2120.0,1070,19,47.7082,-122.221,2550.0,6875,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16957,575000.0,3.0,2.5,1590.0,2910.0,2.0,0,7,1110.0,480,34,47.6855,-122.321,1590.0,3880,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16958,225000.0,2.0,1.0,830.0,5720.0,1.0,0,6,830.0,0,68,47.7339,-122.339,1150.0,5250,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16959,626000.0,3.0,2.25,1810.0,5107.0,2.0,0,8,1810.0,0,29,47.6882,-122.171,1760.0,5454,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16960,499950.0,4.0,2.5,2910.0,20067.0,2.0,0,9,2910.0,0,17,47.4714,-122.273,1730.0,21420,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16961,405000.0,4.0,1.75,2180.0,13529.0,1.0,0,7,1090.0,1090,62,47.7516,-122.294,2000.0,13529,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16962,152500.0,3.0,1.0,1090.0,3523.0,1.0,0,6,1090.0,0,49,47.3161,-122.182,1030.0,3200,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16963,325000.0,4.0,2.5,2160.0,6825.0,2.0,0,8,2160.0,0,24,47.4111,-122.2,2020.0,7035,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16964,475300.0,3.0,1.0,2110.0,10005.0,1.0,0,7,1110.0,1000,94,47.688,-122.16799999999999,1360.0,9827,No,0,0,1,0,0,0,0,0,0,1,0,0,0,0
16965,485000.0,3.0,1.75,2180.0,7318.0,1.0,0,7,1210.0,970,51,47.5251,-122.37,2140.0,7560,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16966,720000.0,3.0,2.5,2100.0,2200.0,2.0,0,7,1500.0,600,99,47.614,-122.294,1750.0,4400,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16967,465000.0,3.0,1.75,1410.0,6886.0,1.0,0,7,1410.0,0,94,47.7183,-122.353,1410.0,6561,No,4,1,0,0,1,1,0,0,0,0,0,0,0,0
16968,489000.0,3.0,1.5,1020.0,9072.0,1.0,0,7,920.0,100,88,47.695,-122.301,1620.0,7930,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16969,1129575.0,5.0,5.25,5090.0,23669.0,2.0,0,10,5090.0,0,12,47.6297,-122.21600000000001,3830.0,22605,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16970,288000.0,3.0,2.25,2090.0,7500.0,1.0,0,7,1280.0,810,41,47.3951,-122.17200000000001,1800.0,7350,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16971,225000.0,3.0,1.75,1350.0,9793.0,1.0,0,7,1350.0,0,50,47.1981,-122.00299999999999,1690.0,8080,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16972,499000.0,3.0,1.75,2650.0,11774.0,1.0,1,8,2240.0,410,66,47.4909,-122.363,2650.0,10120,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16973,632000.0,5.0,3.0,3520.0,36558.0,2.0,0,8,2100.0,1420,33,47.4658,-122.007,3000.0,36558,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16974,580000.0,3.0,2.5,2040.0,4627.0,2.0,0,8,2040.0,0,26,47.6365,-122.10799999999999,2230.0,4500,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16975,730000.0,4.0,1.5,2340.0,5000.0,2.0,0,8,2100.0,240,106,47.6065,-122.291,2320.0,5500,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16976,325000.0,4.0,2.25,1770.0,7799.0,2.0,0,7,1770.0,0,20,47.4192,-122.20200000000001,1770.0,7778,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16977,421000.0,3.0,1.75,1100.0,8662.0,1.0,0,7,1100.0,0,54,47.5368,-122.17299999999999,1100.0,9240,No,0,0,1,0,0,0,1,0,0,0,0,0,0,0
16978,316000.0,3.0,2.5,1490.0,4078.0,2.0,0,8,1490.0,0,20,47.4915,-122.155,1310.0,2767,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16979,415000.0,2.0,1.0,1460.0,4200.0,1.0,0,6,880.0,580,104,47.6774,-122.361,1540.0,4200,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16980,401000.0,3.0,2.25,1350.0,2839.0,2.0,0,7,1350.0,0,15,47.6824,-122.036,1650.0,3093,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16981,229950.0,3.0,0.75,1030.0,12700.0,1.0,0,5,1030.0,0,74,47.3877,-122.236,1140.0,6955,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16982,539950.0,3.0,1.75,1820.0,9875.0,1.0,0,8,1820.0,0,52,47.6243,-122.094,2670.0,10000,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
16983,335000.0,3.0,2.0,1170.0,5360.0,1.0,0,6,1170.0,0,99,47.5181,-122.36399999999999,1180.0,7200,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16984,339000.0,3.0,2.5,1450.0,3748.0,2.0,0,7,1450.0,0,14,47.532,-121.85,1970.0,3748,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16985,414950.0,4.0,1.75,2200.0,8545.0,1.0,0,7,1100.0,1100,100,47.7481,-122.353,1940.0,9315,No,35,1,0,0,1,1,0,0,0,0,0,0,0,0
16986,650000.0,4.0,2.0,1610.0,8976.0,1.0,0,8,1610.0,0,52,47.6011,-122.19200000000001,1930.0,8976,No,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16987,445000.0,3.0,2.5,2690.0,21883.0,2.0,0,8,2690.0,0,24,47.6462,-121.904,2370.0,21781,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16988,295000.0,3.0,2.25,1850.0,7800.0,2.0,0,9,1850.0,0,44,47.3146,-122.37899999999999,2360.0,8000,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16989,975000.0,4.0,2.25,2250.0,3600.0,2.0,0,9,2010.0,240,106,47.643,-122.37,1910.0,3990,No,22,1,0,0,1,0,0,0,0,0,1,0,0,0
16990,296500.0,3.0,1.5,1580.0,10100.0,1.0,0,7,1580.0,0,57,47.4423,-122.193,1650.0,10032,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16991,440000.0,4.0,2.75,2030.0,56192.0,1.0,0,8,1550.0,480,39,47.751999999999995,-122.073,2510.0,44866,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16992,420000.0,5.0,1.5,1890.0,10880.0,1.0,0,7,1890.0,0,56,47.7196,-122.197,1670.0,9750,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16993,302000.0,3.0,2.5,2140.0,9492.0,2.0,0,8,2140.0,0,24,47.3289,-122.204,2180.0,9184,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16994,350000.0,4.0,1.75,1770.0,7336.0,1.0,0,8,1770.0,0,32,47.4265,-122.163,2030.0,8183,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
16995,667000.0,3.0,1.75,3320.0,478288.0,1.5,3,8,2260.0,1060,85,47.2407,-121.95299999999999,2960.0,217800,No,35,1,0,0,1,0,0,0,0,0,0,0,0,0
16996,645000.0,3.0,2.0,1640.0,4218.0,1.0,0,7,910.0,730,77,47.6546,-122.344,1670.0,4000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16997,430000.0,4.0,2.75,1820.0,5400.0,1.0,0,7,1220.0,600,30,47.5204,-122.205,1630.0,5400,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16998,413000.0,4.0,1.0,1410.0,6000.0,1.0,0,7,810.0,600,93,47.566,-122.37299999999999,1500.0,4800,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16999,420000.0,3.0,1.0,1240.0,7300.0,1.0,0,7,1240.0,0,50,47.6775,-122.16799999999999,1240.0,8260,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17000,495000.0,3.0,2.25,1780.0,8050.0,1.0,0,7,1230.0,550,39,47.6977,-122.126,1780.0,7200,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17001,1129575.0,4.0,4.5,4240.0,13162.0,2.0,0,10,4240.0,0,14,47.6193,-122.229,3010.0,12163,No,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17002,965000.0,4.0,2.5,3570.0,17411.0,2.0,0,10,3570.0,0,28,47.5617,-122.03,3510.0,16153,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17003,500000.0,4.0,2.5,1900.0,5001.0,1.0,0,8,1200.0,700,10,47.7289,-122.335,1950.0,4680,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17004,636100.0,3.0,1.0,1010.0,6000.0,1.5,0,7,1010.0,0,99,47.6438,-122.35700000000001,1960.0,4000,No,40,1,0,0,1,0,0,0,0,0,1,0,0,0
17005,720000.0,4.0,2.5,2870.0,12648.0,2.0,0,9,2870.0,0,32,47.5632,-122.01700000000001,2560.0,12648,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17006,298000.0,3.0,1.75,1620.0,12825.0,1.0,0,8,1340.0,280,56,47.3321,-122.323,2076.0,11200,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17007,409000.0,2.0,1.75,1480.0,4000.0,1.0,0,6,740.0,740,93,47.6916,-122.38,1060.0,4000,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
17008,370000.0,4.0,2.5,2650.0,5706.0,2.0,0,9,2650.0,0,13,47.3515,-122.164,2760.0,5749,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17009,230000.0,5.0,1.0,1410.0,9000.0,1.0,0,7,1410.0,0,51,47.3054,-122.369,1200.0,8346,No,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17010,290000.0,3.0,2.0,1360.0,6685.0,1.0,0,7,1360.0,0,66,47.7365,-122.324,1300.0,8138,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
17011,420000.0,4.0,2.25,2930.0,9840.0,1.0,0,8,1560.0,1370,41,47.3103,-122.382,2800.0,8374,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17012,917000.0,4.0,2.5,3500.0,10891.0,2.0,2,10,3500.0,0,23,47.5533,-122.09299999999999,3820.0,13521,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17013,957000.0,5.0,3.25,3160.0,5000.0,2.0,2,10,2180.0,980,13,47.6464,-122.405,3160.0,5746,No,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17014,482000.0,3.0,2.25,1710.0,21485.0,2.0,0,7,1710.0,0,29,47.6198,-122.053,1680.0,21485,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17015,488000.0,3.0,1.75,2180.0,14734.0,2.0,0,9,2180.0,0,28,47.4831,-121.76700000000001,2300.0,21618,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0
17016,760369.0,5.0,2.5,2870.0,4712.0,2.0,0,9,2870.0,0,4,47.5463,-122.182,2870.0,6768,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17017,170000.0,2.0,1.0,1500.0,18540.0,1.0,0,8,1500.0,0,68,47.4727,-122.281,1700.0,9355,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17018,625000.0,3.0,2.5,2120.0,10021.0,1.0,0,8,1230.0,890,42,47.5621,-122.135,2690.0,10183,No,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17019,357000.0,3.0,1.5,1590.0,6750.0,1.0,0,7,1080.0,510,42,47.73,-122.191,1590.0,7400,No,0,1,0,0,0,0,0,1,0,0,0,0,0,0
17020,583000.0,3.0,2.25,1830.0,8276.0,1.0,0,8,1350.0,480,29,47.6336,-122.025,1920.0,8276,No,0,1,0,0,0,0,0,0,1,0,0,0,0,0
17021,173250.0,3.0,2.0,1210.0,9097.0,1.0,0,7,1210.0,0,64,47.4849,-122.303,1360.0,10125,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17022,414050.0,4.0,2.0,1590.0,10331.0,1.5,0,7,1590.0,0,62,47.7273,-122.33200000000001,1400.0,9434,No,0,1,0,0,0,1,0,0,0,0,0,0,0,0
